"id","source_provision_id","head_predicate","head_arity","body","full_text"
"R0161","G053","definition_matches","2","provision_trigger('GDPR_A4.14', A, X)","definition_matches('biometric_data', X) <= provision_trigger('GDPR_A4.14', A, X)"
"R0162","G054","health_data","1","personal_data(D) & reveals_health_status(D)","health_data(D) <= personal_data(D) & reveals_health_status(D)"
"R0163","G054","definition_matches","2","provision_trigger('GDPR_A4.15', A, X)","definition_matches('health_data', X) <= provision_trigger('GDPR_A4.15', A, X)"
"R0164","G057","definition_matches","2","provision_trigger('GDPR_A4.16', A, X)","definition_matches('main_establishment', X) <= provision_trigger('GDPR_A4.16', A, X)"
"R0165","G058","representative","2","established_in(R, 'eu') & designated_in_writing_by(R, A)","representative(R, A) <= established_in(R, 'eu') & designated_in_writing_by(R, A)"
"R0166","G058","definition_matches","2","provision_trigger('GDPR_A4.17', A, X)","definition_matches('representative', X) <= provision_trigger('GDPR_A4.17', A, X)"
"R0167","G059","definition_matches","2","provision_trigger('GDPR_A4.18', A, X)","definition_matches('enterprise', X) <= provision_trigger('GDPR_A4.18', A, X)"
"R0168","G060","definition_matches","2","provision_trigger('GDPR_A4.19', A, X)","definition_matches('group_of_undertakings', X) <= provision_trigger('GDPR_A4.19', A, X)"
"R0169","G061","definition_matches","2","provision_trigger('GDPR_A4.20', A, X)","definition_matches('binding_corporate_rules', X) <= provision_trigger('GDPR_A4.20', A, X)"
"R0170","G062","definition_matches","2","provision_trigger('GDPR_A4.21', A, X)","definition_matches('supervisory_authority', X) <= provision_trigger('GDPR_A4.21', A, X)"
"R0171","G066","definition_matches","2","provision_trigger('GDPR_A4.22', A, X)","definition_matches('supervisory_authority_concerned', X) <= provision_trigger('GDPR_A4.22', A, X)"
"R0172","G069","definition_matches","2","provision_trigger('GDPR_A4.23', A, X)","definition_matches('cross_border_processing', X) <= provision_trigger('GDPR_A4.23', A, X)"
"R0173","G070","definition_matches","2","provision_trigger('GDPR_A4.24', A, X)","definition_matches('relevant_and_reasoned_objection', X) <= provision_trigger('GDPR_A4.24', A, X)"
"R0174","G071","definition_matches","2","provision_trigger('GDPR_A4.25', A, X)","definition_matches('information_society_service', X) <= provision_trigger('GDPR_A4.25', A, X)"
"R0175","G072","definition_matches","2","provision_trigger('GDPR_A4.26', A, X)","definition_matches('international_organisation', X) <= provision_trigger('GDPR_A4.26', A, X)"
"R0176","G073","personal_data","1","special_category_data(X)","personal_data(X) <= special_category_data(X)"
"R0177","G074","special_category_data","1","category(D, 'racial')","special_category_data(D) <= category(D, 'racial')"
"R0178","G074","special_category_data","1","category(D, 'ethnic')","special_category_data(D) <= category(D, 'ethnic')"
"R0179","G074","special_category_data","1","category(D, 'political_opinions')","special_category_data(D) <= category(D, 'political_opinions')"
"R0180","G074","special_category_data","1","category(D, 'religious')","special_category_data(D) <= category(D, 'religious')"
"R0181","G074","special_category_data","1","category(D, 'philosophical')","special_category_data(D) <= category(D, 'philosophical')"
"R0182","G074","special_category_data","1","category(D, 'trade_union')","special_category_data(D) <= category(D, 'trade_union')"
"R0183","G074","special_category_data","1","category(D, 'genetic')","special_category_data(D) <= category(D, 'genetic')"
"R0184","G074","special_category_data","1","category(D, 'biometric_for_id')","special_category_data(D) <= category(D, 'biometric_for_id')"
"R0185","G074","special_category_data","1","category(D, 'health')","special_category_data(D) <= category(D, 'health')"
"R0186","G074","special_category_data","1","category(D, 'sex_life')","special_category_data(D) <= category(D, 'sex_life')"
"R0187","G074","special_category_data","1","category(D, 'sexual_orientation')","special_category_data(D) <= category(D, 'sexual_orientation')"
"R0188","G075","gdpr_art9_exception","1","explicit_consent_special_category(S)","gdpr_art9_exception(S) <= explicit_consent_special_category(S)"
"R0189","G075","permission","3","provision_trigger('GDPR_A9.2.a', A, X)","permission(A, X, 'GDPR_A9.2.a') <= provision_trigger('GDPR_A9.2.a', A, X)"
"R0190","G076","gdpr_art9_exception","1","employment_social_security_law_basis(S)","gdpr_art9_exception(S) <= employment_social_security_law_basis(S)"
"R0191","G077","gdpr_art9_exception","1","vital_interests_incapable(S)","gdpr_art9_exception(S) <= vital_interests_incapable(S)"
"R0192","G078","gdpr_art9_exception","1","nonprofit_legitimate_activity_safeguards(S)","gdpr_art9_exception(S) <= nonprofit_legitimate_activity_safeguards(S)"
"R0193","G079","gdpr_art9_exception","1","manifestly_public_by_data_subject(S)","gdpr_art9_exception(S) <= manifestly_public_by_data_subject(S)"
"R0194","G080","gdpr_art9_exception","1","legal_claims_or_judicial_capacity(S)","gdpr_art9_exception(S) <= legal_claims_or_judicial_capacity(S)"
"R0195","G081","gdpr_art9_exception","1","substantial_public_interest_law_basis(S)","gdpr_art9_exception(S) <= substantial_public_interest_law_basis(S)"
"R0196","G081","obligation","3","provision_trigger('GDPR_A9.2.g', A, X)","obligation(A, X, 'GDPR_A9.2.g') <= provision_trigger('GDPR_A9.2.g', A, X)"
"R0197","G082","gdpr_art9_exception","1","public_health_interest_law_basis(S)","gdpr_art9_exception(S) <= public_health_interest_law_basis(S)"
"R0198","G083","gdpr_art9_exception","1","healthcare_socialcare_law_or_contract(S)","gdpr_art9_exception(S) <= healthcare_socialcare_law_or_contract(S)"
"R0199","G084","gdpr_art9_exception","1","research_archiving_statistics_law_basis(S)","gdpr_art9_exception(S) <= research_archiving_statistics_law_basis(S)"
"R0200","G084","obligation","3","provision_trigger('GDPR_A9.2.j', A, X)","obligation(A, X, 'GDPR_A9.2.j') <= provision_trigger('GDPR_A9.2.j', A, X)"
"R0201","G085","gdpr_material","1","provision_trigger('GDPR_A9.2', A, S)","gdpr_material(S) <= provision_trigger('GDPR_A9.2', A, S)"
"R0202","G085","obligation","3","provision_trigger('GDPR_A9.2', A, X)","obligation(A, X, 'GDPR_A9.2') <= provision_trigger('GDPR_A9.2', A, X)"
"R0203","G086","gdpr_material","1","provision_trigger('GDPR_A9.3', A, S)","gdpr_material(S) <= provision_trigger('GDPR_A9.3', A, S)"
"R0204","G086","permission","3","provision_trigger('GDPR_A9.3', A, X)","permission(A, X, 'GDPR_A9.3') <= provision_trigger('GDPR_A9.3', A, X)"
"R0205","G087","permission","3","provision_trigger('GDPR_A9.4', A, X)","permission(A, X, 'GDPR_A9.4') <= provision_trigger('GDPR_A9.4', A, X)"
"R0206","G088","personal_data","1","criminal_offence_data(X)","personal_data(X) <= criminal_offence_data(X)"
"R0207","G090","no_obligation","3","applies_via_actor(S, T, 'gdpr', A) & controller(A, S) & identification_not_required_for_purposes(S)","no_obligation(A, S, 'GDPR_A11.1_maintain_acquire_or_process_additional_identification_info') <= applies_via_actor(S, T, 'gdpr', A) & controller(A, S) & identification_not_required_for_purposes(S)"
"R0208","G090","obligation","3","provision_trigger('GDPR_A11.1', A, X)","obligation(A, X, 'GDPR_A11.1') <= provision_trigger('GDPR_A11.1', A, X)"
"R0209","G091","obligation","3","applies_via_actor(S, T, 'gdpr', A) & controller(A, S) & not_in_position_to_identify_data_subject(S) & informing_data_subject_possible(S)","obligation(A, S, 'GDPR_A11.2_inform_data_subject_cannot_identify_if_possible') <= applies_via_actor(S, T, 'gdpr', A) & controller(A, S) & not_in_position_to_identify_data_subject(S) & informing_data_subject_possible(S)"
"R0210","G091","obligation","3","provision_trigger('GDPR_A11.2', A, X)","obligation(A, X, 'GDPR_A11.2') <= provision_trigger('GDPR_A11.2', A, X)"
"R0211","G103","permission","3","legislative_restriction_measure(S) & necessary_and_proportionate_restriction(S) & controller(A, S)","permission(A, S, 'GDPR_A23.1_restrict_rights_and_obligations') <= legislative_restriction_measure(S) & necessary_and_proportionate_restriction(S) & controller(A, S)"
"R0212","G103","permission","3","provision_trigger('GDPR_A23.1', A, X)","permission(A, X, 'GDPR_A23.1') <= provision_trigger('GDPR_A23.1', A, X)"
"R0213","G111","permission","3","provision_trigger('GDPR_A23.2.h', A, X)","permission(A, X, 'GDPR_A23.2.h') <= provision_trigger('GDPR_A23.2.h', A, X)"
"R0214","G112","obligation","3","provision_trigger('GDPR_A23.2', A, X)","obligation(A, X, 'GDPR_A23.2') <= provision_trigger('GDPR_A23.2', A, X)"
"R0215","G113","gdpr_territorial_link","2","provision_trigger('GDPR_A27', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27', A, S)"
"R0216","G114","obligation","3","applies_via_actor(S, T, 'gdpr', A) & gdpr_art3_2_applies(A, S) & ~gdpr_representative_obligation_exempt(A, S)","obligation(A, S, 'GDPR_A27.1_designate_representative_in_union') <= applies_via_actor(S, T, 'gdpr', A) & gdpr_art3_2_applies(A, S) & ~gdpr_representative_obligation_exempt(A, S)"
"R0217","G114","gdpr_territorial_link","2","provision_trigger('GDPR_A27.1', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27.1', A, S)"
"R0218","G114","obligation","3","provision_trigger('GDPR_A27.1', A, X)","obligation(A, X, 'GDPR_A27.1') <= provision_trigger('GDPR_A27.1', A, X)"
"R0219","G115","gdpr_representative_obligation_exempt","2","gdpr_art3_2_applies(A, S) & occasional_processing(S) & ~large_scale_special_category_processing(S) & ~large_scale_criminal_offence_processing(S) & unlikely_risk_to_rights_freedoms(S)","gdpr_representative_obligation_exempt(A, S) <= gdpr_art3_2_applies(A, S) & occasional_processing(S) & ~large_scale_special_category_processing(S) & ~large_scale_criminal_offence_processing(S) & unlikely_risk_to_rights_freedoms(S)"
"R0220","G115","gdpr_territorial_link","2","provision_trigger('GDPR_A27.2.a', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27.2.a', A, S)"
"R0221","G116","gdpr_representative_obligation_exempt","2","gdpr_art3_2_applies(A, S) & public_authority_body(A)","gdpr_representative_obligation_exempt(A, S) <= gdpr_art3_2_applies(A, S) & public_authority_body(A)"
"R0222","G116","gdpr_territorial_link","2","provision_trigger('GDPR_A27.2.b', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27.2.b', A, S)"
"R0223","G117","gdpr_representative_obligation_exempt","2","gdpr_art3_2_applies(A, S) & occasional_processing(S) & ~large_scale_special_category_processing(S) & ~large_scale_criminal_offence_processing(S)","gdpr_representative_obligation_exempt(A, S) <= gdpr_art3_2_applies(A, S) & occasional_processing(S) & ~large_scale_special_category_processing(S) & ~large_scale_criminal_offence_processing(S)"
"R0224","G117","gdpr_representative_obligation_exempt","2","gdpr_art3_2_applies(A, S) & public_authority_body(A)","gdpr_representative_obligation_exempt(A, S) <= gdpr_art3_2_applies(A, S) & public_authority_body(A)"
"R0225","G117","gdpr_territorial_link","2","provision_trigger('GDPR_A27.2', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27.2', A, S)"
"R0226","G117","obligation","3","provision_trigger('GDPR_A27.2', A, X)","obligation(A, X, 'GDPR_A27.2') <= provision_trigger('GDPR_A27.2', A, X)"
"R0227","G118","obligation","3","obligation(A, S, 'GDPR_A27.1_designate_representative_in_union')","obligation(A, S, 'GDPR_A27.3_representative_established_where_data_subjects_are') <= obligation(A, S, 'GDPR_A27.1_designate_representative_in_union')"
"R0228","G118","gdpr_territorial_link","2","provision_trigger('GDPR_A27.3', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27.3', A, S)"
"R0229","G118","obligation","3","provision_trigger('GDPR_A27.3', A, X)","obligation(A, X, 'GDPR_A27.3') <= provision_trigger('GDPR_A27.3', A, X)"
"R0230","G119","obligation","3","obligation(A, S, 'GDPR_A27.1_designate_representative_in_union')","obligation(A, S, 'GDPR_A27.4_mandate_representative_for_authorities_and_data_subjects') <= obligation(A, S, 'GDPR_A27.1_designate_representative_in_union')"
"R0231","G119","gdpr_territorial_link","2","provision_trigger('GDPR_A27.4', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27.4', A, S)"
"R0232","G119","obligation","3","provision_trigger('GDPR_A27.4', A, X)","obligation(A, X, 'GDPR_A27.4') <= provision_trigger('GDPR_A27.4', A, X)"
"R0233","G120","gdpr_territorial_link","2","provision_trigger('GDPR_A27.5', A, S)","gdpr_territorial_link(A, S) <= provision_trigger('GDPR_A27.5', A, S)"
"R0234","G120","obligation","3","provision_trigger('GDPR_A27.5', A, X)","obligation(A, X, 'GDPR_A27.5') <= provision_trigger('GDPR_A27.5', A, X)"
"R0235","G122","obligation","3","provision_trigger('GDPR_A85.1', A, X)","obligation(A, X, 'GDPR_A85.1') <= provision_trigger('GDPR_A85.1', A, X)"
"R0236","G123","obligation","3","provision_trigger('GDPR_A85.2', A, X)","obligation(A, X, 'GDPR_A85.2') <= provision_trigger('GDPR_A85.2', A, X)"
"R0237","G124","obligation","3","provision_trigger('GDPR_A85.3', A, X)","obligation(A, X, 'GDPR_A85.3') <= provision_trigger('GDPR_A85.3', A, X)"
"R0238","G125","permission","3","provision_trigger('GDPR_A86', A, X)","permission(A, X, 'GDPR_A86') <= provision_trigger('GDPR_A86', A, X)"
"R0239","G126","obligation","3","provision_trigger('GDPR_A87', A, X)","obligation(A, X, 'GDPR_A87') <= provision_trigger('GDPR_A87', A, X)"
"R0240","G126","permission","3","provision_trigger('GDPR_A87', A, X)","permission(A, X, 'GDPR_A87') <= provision_trigger('GDPR_A87', A, X)"
"R0241","G128","permission","3","provision_trigger('GDPR_A88.1', A, X)","permission(A, X, 'GDPR_A88.1') <= provision_trigger('GDPR_A88.1', A, X)"
"R0242","G129","obligation","3","provision_trigger('GDPR_A88.2', A, X)","obligation(A, X, 'GDPR_A88.2') <= provision_trigger('GDPR_A88.2', A, X)"
"R0243","G130","obligation","3","provision_trigger('GDPR_A88.3', A, X)","obligation(A, X, 'GDPR_A88.3') <= provision_trigger('GDPR_A88.3', A, X)"
"R0244","G130","permission","3","provision_trigger('GDPR_A88.3', A, X)","permission(A, X, 'GDPR_A88.3') <= provision_trigger('GDPR_A88.3', A, X)"
"R0245","G132","obligation","3","provision_trigger('GDPR_A89.1', A, X)","obligation(A, X, 'GDPR_A89.1') <= provision_trigger('GDPR_A89.1', A, X)"
"R0246","G132","permission","3","provision_trigger('GDPR_A89.1', A, X)","permission(A, X, 'GDPR_A89.1') <= provision_trigger('GDPR_A89.1', A, X)"
"R0247","G133","permission","3","provision_trigger('GDPR_A89.2', A, X)","permission(A, X, 'GDPR_A89.2') <= provision_trigger('GDPR_A89.2', A, X)"
"R0248","G134","permission","3","provision_trigger('GDPR_A89.3', A, X)","permission(A, X, 'GDPR_A89.3') <= provision_trigger('GDPR_A89.3', A, X)"
"R0249","G135","obligation","3","provision_trigger('GDPR_A89.4', A, X)","obligation(A, X, 'GDPR_A89.4') <= provision_trigger('GDPR_A89.4', A, X)"
"R0250","G137","obligation","3","provision_trigger('GDPR_A90.1', A, X)","obligation(A, X, 'GDPR_A90.1') <= provision_trigger('GDPR_A90.1', A, X)"
"R0251","G137","permission","3","provision_trigger('GDPR_A90.1', A, X)","permission(A, X, 'GDPR_A90.1') <= provision_trigger('GDPR_A90.1', A, X)"
"R0252","G138","obligation","3","provision_trigger('GDPR_A90.2', A, X)","obligation(A, X, 'GDPR_A90.2') <= provision_trigger('GDPR_A90.2', A, X)"
"R0253","G138","permission","3","provision_trigger('GDPR_A90.2', A, X)","permission(A, X, 'GDPR_A90.2') <= provision_trigger('GDPR_A90.2', A, X)"
"R0254","G140","permission","3","provision_trigger('GDPR_A91.1', A, X)","permission(A, X, 'GDPR_A91.1') <= provision_trigger('GDPR_A91.1', A, X)"
"R0255","G141","obligation","3","provision_trigger('GDPR_A91.2', A, X)","obligation(A, X, 'GDPR_A91.2') <= provision_trigger('GDPR_A91.2', A, X)"
"R0256","G141","permission","3","provision_trigger('GDPR_A91.2', A, X)","permission(A, X, 'GDPR_A91.2') <= provision_trigger('GDPR_A91.2', A, X)"
"R0257","G143","permission","3","provision_trigger('GDPR_A94.1', A, X)","permission(A, X, 'GDPR_A94.1') <= provision_trigger('GDPR_A94.1', A, X)"
"R0258","G144","obligation","3","provision_trigger('GDPR_A94.2', A, X)","obligation(A, X, 'GDPR_A94.2') <= provision_trigger('GDPR_A94.2', A, X)"
"R0259","G145","no_additional_obligations","3","eprivacy_lex_specialis(S) & provision_trigger('GDPR_A95', A, S)","no_additional_obligations(A, S, 'GDPR_A95') <= eprivacy_lex_specialis(S) & provision_trigger('GDPR_A95', A, S)"
"R0260","G145","obligation","3","provision_trigger('GDPR_A95', A, X)","obligation(A, X, 'GDPR_A95') <= provision_trigger('GDPR_A95', A, X)"
"R0261","G146","obligation","3","provision_trigger('GDPR_A96', A, X)","obligation(A, X, 'GDPR_A96') <= provision_trigger('GDPR_A96', A, X)"
"R0262","G146","permission","3","provision_trigger('GDPR_A96', A, X)","permission(A, X, 'GDPR_A96') <= provision_trigger('GDPR_A96', A, X)"
"R0263","A001","ai_act_material","1","ai_system(X) & ai_system_lifecycle_activity(X)","ai_act_material(X) <= ai_system(X) & ai_system_lifecycle_activity(X)"
"R0264","A001","ai_system_lifecycle_activity","1","development_of_ai_system(X)","ai_system_lifecycle_activity(X) <= development_of_ai_system(X)"
"R0265","A001","ai_system_lifecycle_activity","1","placing_on_market(X)","ai_system_lifecycle_activity(X) <= placing_on_market(X)"
"R0266","A001","ai_system_lifecycle_activity","1","putting_into_service(X)","ai_system_lifecycle_activity(X) <= putting_into_service(X)"
"R0267","A001","ai_system_lifecycle_activity","1","use_of_ai_system(X)","ai_system_lifecycle_activity(X) <= use_of_ai_system(X)"
"R0268","A001","member_state_ai_restriction_preempted","1","ai_act_material(X) & ~explicitly_authorised_by_ai_act(X)","member_state_ai_restriction_preempted(X) <= ai_act_material(X) & ~explicitly_authorised_by_ai_act(X)"
"R0269","A002","high_risk_ai_harmonised_rules_apply","1","high_risk_ai(X)","high_risk_ai_harmonised_rules_apply(X) <= high_risk_ai(X)"
"R0270","A002","ai_act_complementary_to_existing_union_law","1","ai_system(X)","ai_act_complementary_to_existing_union_law(X) <= ai_system(X)"
"R0271","A002","existing_union_law_rights_remedies_unaffected","2","person_affected_by_ai_system(P, X) & existing_union_law_right_or_remedy(P, X)","existing_union_law_rights_remedies_unaffected(P, X) <= person_affected_by_ai_system(P, X) & existing_union_law_right_or_remedy(P, X)"
"R0272","A005","data_subject_rights_unaffected_by_ai_act","2","person_affected_by_ai_system(P, X) & data_subject_right(P, X)","data_subject_rights_unaffected_by_ai_act(P, X) <= person_affected_by_ai_system(P, X) & data_subject_right(P, X)"
"R0273","A005","automated_decision_making_rights_unaffected","2","person_affected_by_ai_system(P, X) & automated_individual_decision_making(X)","automated_decision_making_rights_unaffected(P, X) <= person_affected_by_ai_system(P, X) & automated_individual_decision_making(X)"
"R0274","A005","ai_system_definition_should_align_with_international_work","1","ai_system(X)","ai_system_definition_should_align_with_international_work(X) <= ai_system(X)"
"R0275","A006","provider_scope_irrespective_of_establishment","2","provider(A, X) & ai_act_territorial_link(A, X)","provider_scope_irrespective_of_establishment(A, X) <= provider(A, X) & ai_act_territorial_link(A, X)"
"R0276","A006","ai_act_territorial_link","2","deployer(A, X) & established_in(A, 'eu')","ai_act_territorial_link(A, X) <= deployer(A, X) & established_in(A, 'eu')"
"R0277","A006","ai_act_territorial_link","2","deployer(A, X) & located_in(A, 'eu')","ai_act_territorial_link(A, X) <= deployer(A, X) & located_in(A, 'eu')"
"R0278","A006","effective_union_protection_interest","1","ai_act_territorial_link(A, X)","effective_union_protection_interest(X) <= ai_act_territorial_link(A, X)"
"R0279","A007","ai_act_territorial_link","2","provider(A, X) & established_in(A, 'third_country') & output_used_in_eu(X)","ai_act_territorial_link(A, X) <= provider(A, X) & established_in(A, 'third_country') & output_used_in_eu(X)"
"R0280","A007","ai_act_territorial_link","2","deployer(A, X) & established_in(A, 'third_country') & output_used_in_eu(X)","ai_act_territorial_link(A, X) <= deployer(A, X) & established_in(A, 'third_country') & output_used_in_eu(X)"
"R0281","A007","third_country_output_scope","1","output_used_in_eu(X) & ai_system(X)","third_country_output_scope(X) <= output_used_in_eu(X) & ai_system(X)"
"R0282","A007","circumvention_risk_scope","1","third_country_output_scope(X)","circumvention_risk_scope(X) <= third_country_output_scope(X)"
"R0283","A007","ai_act_excluded","1","third_country_public_authority_or_international_organisation(X) & law_enforcement_judicial_cooperation_agreement(X) & adequate_fundamental_rights_safeguards(X)","ai_act_excluded(X) <= third_country_public_authority_or_international_organisation(X) & law_enforcement_judicial_cooperation_agreement(X) & adequate_fundamental_rights_safeguards(X)"
"R0284","A008","ai_act_material","1","ai_system(X) & eu_institution_body_office_agency(A) & provider(A, X)","ai_act_material(X) <= ai_system(X) & eu_institution_body_office_agency(A) & provider(A, X)"
"R0285","A008","ai_act_material","1","ai_system(X) & eu_institution_body_office_agency(A) & deployer(A, X)","ai_act_material(X) <= ai_system(X) & eu_institution_body_office_agency(A) & deployer(A, X)"
"R0286","A008","ai_act_territorial_link","2","eu_institution_body_office_agency(A) & provider(A, X)","ai_act_territorial_link(A, X) <= eu_institution_body_office_agency(A) & provider(A, X)"
"R0287","A008","ai_act_territorial_link","2","eu_institution_body_office_agency(A) & deployer(A, X)","ai_act_territorial_link(A, X) <= eu_institution_body_office_agency(A) & deployer(A, X)"
"R0288","A009","ai_act_excluded","1","military_or_defence_purpose(X)","ai_act_excluded(X) <= military_or_defence_purpose(X)"
"R0289","A009","ai_act_excluded","1","national_security_purpose(X)","ai_act_excluded(X) <= national_security_purpose(X)"
"R0290","A009","ai_act_exclusion_applies_regardless_entity_type","1","ai_act_excluded(X) & military_or_defence_purpose(X)","ai_act_exclusion_applies_regardless_entity_type(X) <= ai_act_excluded(X) & military_or_defence_purpose(X)"
"R0291","A009","ai_act_exclusion_applies_regardless_entity_type","1","ai_act_excluded(X) & national_security_purpose(X)","ai_act_exclusion_applies_regardless_entity_type(X) <= ai_act_excluded(X) & national_security_purpose(X)"
"R0292","A009","ai_act_not_excluded_by_defence_or_security_reentry","1","military_or_defence_developed(X) & non_military_civilian_use(X)","ai_act_not_excluded_by_defence_or_security_reentry(X) <= military_or_defence_developed(X) & non_military_civilian_use(X)"
"R0293","A009","ai_act_not_excluded_by_defence_or_security_reentry","1","national_security_developed(X) & non_security_civilian_use(X)","ai_act_not_excluded_by_defence_or_security_reentry(X) <= national_security_developed(X) & non_security_civilian_use(X)"
"R0294","A009","ai_act_material","1","ai_system(X) & ai_act_not_excluded_by_defence_or_security_reentry(X)","ai_act_material(X) <= ai_system(X) & ai_act_not_excluded_by_defence_or_security_reentry(X)"
"R0295","A010","ai_act_excluded","1","scientific_research_development_only(X)","ai_act_excluded(X) <= scientific_research_development_only(X)"
"R0296","A010","ai_act_excluded","1","pre_market_research_testing(X)","ai_act_excluded(X) <= pre_market_research_testing(X)"
"R0297","A010","scientific_research_development_only","1","ai_system_or_model(X) & sole_purpose_scientific_research_development(X)","scientific_research_development_only(X) <= ai_system_or_model(X) & sole_purpose_scientific_research_development(X)"
"R0298","A010","pre_market_research_testing","1","ai_system_or_model(X) & research_testing_development_before_market_or_service(X)","pre_market_research_testing(X) <= ai_system_or_model(X) & research_testing_development_before_market_or_service(X)"
"R0299","A010","ai_act_material","1","ai_system(X) & placing_on_market(X)","ai_act_material(X) <= ai_system(X) & placing_on_market(X)"
"R0300","A010","ai_act_material","1","ai_system(X) & putting_into_service(X)","ai_act_material(X) <= ai_system(X) & putting_into_service(X)"
"R0301","A010","ai_regulatory_sandbox_rules_available","1","research_testing_development_before_market_or_service(X)","ai_regulatory_sandbox_rules_available(X) <= research_testing_development_before_market_or_service(X)"
"R0302","A010","real_world_testing_rules_available","1","research_testing_development_before_market_or_service(X)","real_world_testing_rules_available(X) <= research_testing_development_before_market_or_service(X)"
"R0303","A011","prohibited_practice","1","unacceptable_risk_ai(X)","prohibited_practice(X) <= unacceptable_risk_ai(X)"
"R0304","A011","high_risk_ai","1","high_risk_ai_use_case(X)","high_risk_ai(X) <= high_risk_ai_use_case(X)"
"R0305","A011","high_risk_ai_requirement_trigger","1","high_risk_ai(X)","high_risk_ai_requirement_trigger(X) <= high_risk_ai(X)"
"R0306","A011","relevant_operator_obligation_trigger","2","high_risk_ai(X) & operator(A, X)","relevant_operator_obligation_trigger(A, X) <= high_risk_ai(X) & operator(A, X)"
"R0307","A011","transparency_obligation_trigger","1","transparency_relevant_ai_system(X)","transparency_obligation_trigger(X) <= transparency_relevant_ai_system(X)"
"R0308","A011","risk_based_rule_intensity","2","unacceptable_risk_ai(X)","risk_based_rule_intensity(X, 'unacceptable') <= unacceptable_risk_ai(X)"
"R0309","A011","risk_based_rule_intensity","2","high_risk_ai(X)","risk_based_rule_intensity(X, 'high') <= high_risk_ai(X)"
"R0310","A011","risk_based_rule_intensity","2","transparency_relevant_ai_system(X)","risk_based_rule_intensity(X, 'transparency') <= transparency_relevant_ai_system(X)"
"R0311","A012","trustworthy_human_centric_ai_design_support","1","ai_system(X) & design_considers_non_binding_ethical_principles(X)","trustworthy_human_centric_ai_design_support(X) <= ai_system(X) & design_considers_non_binding_ethical_principles(X)"
"R0312","A013","applies","3","in_force('ai_act', T)  & ai_act_territorial_link(A, S)  & ai_act_material(S)  & ~ai_act_excluded(S)","applies(S, T, 'ai_act') <= in_force('ai_act', T)  & ai_act_territorial_link(A, S)  & ai_act_material(S)  & ~ai_act_excluded(S)"
"R0313","A013","applies_via_actor","4","in_force('ai_act', T)  & ai_act_territorial_link(A, S)  & ai_act_material(S)  & ~ai_act_excluded(S)","applies_via_actor(S, T, 'ai_act', A) <= in_force('ai_act', T)  & ai_act_territorial_link(A, S)  & ai_act_material(S)  & ~ai_act_excluded(S)"
"R0314","A013","ai_act_material","1","ai_system(S)","ai_act_material(S) <= ai_system(S)"
"R0315","A013","ai_act_material","1","gpai_model(S)","ai_act_material(S) <= gpai_model(S)"
"R0316","A015","ai_act_material","1","provision_trigger('AIAct_A1.2.a', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A1.2.a', A, S)"
"R0317","A016","ai_act_material","1","provision_trigger('AIAct_A1.2.b', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A1.2.b', A, S)"
"R0318","A018","ai_act_material","1","provision_trigger('AIAct_A1.2.d', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A1.2.d', A, S)"
"R0319","A019","ai_act_material","1","provision_trigger('AIAct_A1.2.e', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A1.2.e', A, S)"
"R0320","A020","ai_act_material","1","provision_trigger('AIAct_A1.2.f', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A1.2.f', A, S)"
"R0321","A022","ai_act_material","1","provision_trigger('AIAct_A1.2', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A1.2', A, S)"
"R0322","A023","ai_act_material","1","ai_system(S)","ai_act_material(S) <= ai_system(S)"
"R0323","A023","ai_act_material","1","gpai_model(S)","ai_act_material(S) <= gpai_model(S)"
"R0324","A024","ai_act_territorial_link","2","provider(A, S) & places_on_eu_market(A, S)","ai_act_territorial_link(A, S) <= provider(A, S) & places_on_eu_market(A, S)"
"R0325","A024","ai_act_territorial_link","2","provider(A, S) & puts_into_service_in_eu(A, S)","ai_act_territorial_link(A, S) <= provider(A, S) & puts_into_service_in_eu(A, S)"
"R0326","A025","ai_act_territorial_link","2","deployer(A, S) & established_in(A, 'eu')","ai_act_territorial_link(A, S) <= deployer(A, S) & established_in(A, 'eu')"
"R0327","A025","ai_act_territorial_link","2","deployer(A, S) & located_in(A, 'eu')","ai_act_territorial_link(A, S) <= deployer(A, S) & located_in(A, 'eu')"
"R0328","A026","ai_act_territorial_link","2","provider(A, S) & output_used_in_eu(S)","ai_act_territorial_link(A, S) <= provider(A, S) & output_used_in_eu(S)"
"R0329","A026","ai_act_territorial_link","2","deployer(A, S) & output_used_in_eu(S)","ai_act_territorial_link(A, S) <= deployer(A, S) & output_used_in_eu(S)"
